,Название,Ссылка на продукт,Цена,Фотография,Вес,Время работы,Время зарядки,Длина хода,Емкость батареи,Рабочее напряжение,Модель,Материал,Мощность,Мотор,Производство,Гарантия,Об / мин,source
906,Ambition Kiss of Dragon Black,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/ambition-kiss-of-dragon/?oid=45892#props,11921,https://fenix-tattoo.ru/upload/iblock/f85/nq6yksyskz2jlj0rshlrvxqe7hcmhlia.jpg,,,,3.5,,,,,,,Китай,,,fenix-tattoo
907,EZ P3 Pro Turbo Black 1 PowerBolt,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/ez-p3-pro-turbo/?oid=54469#props,16802,https://fenix-tattoo.ru/upload/iblock/d4e/p27dsezxn292v67ez1igibjx79ymakgs.jpg,,"4,5",2,"3.0, 3.5, 4.0, 4.5, 5.0",1600,10,,Аллюминий,12,EZ Customized External Rotor Brushless Motor,Китай,6 месяцев,10000,fenix-tattoo
908,Jconly Epoch Wireless Pen Machine,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/jconly-epoch-wireless-pen-machine/#props,32994,https://fenix-tattoo.ru/upload/iblock/366/csjj7n91k7177kk799fwxx2bhifonm7b.jpg,267,5 - 7,4,"2.4, 2.7, 3.0, 3.3, 3.6, 3.9, 4.2",2000,,,Аллюминий,,Custom Coreless Motor,Китай,6 месяцев,,fenix-tattoo
909,GLOVCON Mini PMU,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/glovcon-mini-pmu/#props,28934,https://fenix-tattoo.ru/upload/iblock/c79/xtb5yw75hbssqkrycdu6kptr2wkr81nj.jpg,,,,,,,,,,,,,,fenix-tattoo
910,Mast Flip 2 Wireless,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/mast-flip-2-wireless/#props,13779,https://fenix-tattoo.ru/upload/iblock/a54/yebna8o0oe4qniiuy83073bi1l1hdkp2.jpg,213,4 - 6,3,"2.4, 2.7, 3.0, 3.3, 3.6, 3.9, 4.2",1700,,,Аллюминий,12,MCore-C3,Китай,6 месяцев,9500,fenix-tattoo
911,Mast P10 PMU Pen Dark Blue,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/mast-p10-pmu-pen/?oid=34385#props,8411,https://fenix-tattoo.ru/upload/iblock/0b5/cggf0gz8f030p3ym1z208w96et7dh08x.jpg,,,,,,,,,8,Coreless motor,Китай,6 месяцев,9000,fenix-tattoo
912,Skinductor Vertigo S NEW,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/skinductor-vertigo-s-new/#props,14589,https://fenix-tattoo.ru/upload/iblock/ad4/uopy233domhi6n10ugmy3acqdpbv02sw.jpg,,,,3.5,,,,,,,Россия,,,fenix-tattoo
913,Ambition T-REX Storm,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/ambition-t-rex-storm/#props,6704,https://fenix-tattoo.ru/upload/iblock/51f/rmxk1eo7176e2qdly23lim9tb2jz1m9x.jpeg,193,6 - 7,"1,5 - 2",4.0,1800,,,Аллюминий,9,Coreless motor,Китай,6 месяцев,12000,fenix-tattoo
914,Ambition XNET Titan 270 Red,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/ambition-xnet-titan-270/?oid=57432#props,12989,https://fenix-tattoo.ru/upload/iblock/d69/cd8aryukoudevaq3ebi0jx746j5wc38g.jpeg,257,7 - 8,2 - 3,"4.0, 5.0",2400,,,Аллюминий,8,Coreless motor,Китай,6 месяцев,10000,fenix-tattoo
915,MT Mustang Tattoo Элемент Белый Муар,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/mt-mustang-tattoo-element/?oid=38707#props,12503,https://fenix-tattoo.ru/upload/iblock/5e6/borwfil5h7zon1wi6klt1hccbc73d988.jpg,,,,,,,,,,,,,,fenix-tattoo
916,Microbeau (FK Irons) Spektra Xion S Bubble Gum,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/fkirons-spektra-xion-s/?oid=34775#props,54700,https://fenix-tattoo.ru/upload/iblock/1e3/nt2j2jpv2qquclo50xhkxshsx5wjh6pc.jpg,,,,"1.8, 2.5",,,,,,6 W MotorBolt,США,1 год,,fenix-tattoo
917,ABS Zetton Wireless Black,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/abs-zetton-wireless/?oid=57434#props,12180,https://fenix-tattoo.ru/upload/iblock/594/otlt8czvl9w0mpy7ik2rr62aau2f1uf3.jpg,213,6,3,"3.5, 4.0",2400,,,Аллюминий,8,Brushless motor,Китай,6 месяцев,10000,fenix-tattoo
918,Critical Tattoo Torque Tattoo Pen Machine Full Set 3.5 mm,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/critical-tattoo-torque-tattoo-pen-machine-full-set/?oid=55405#props,116025,https://fenix-tattoo.ru/upload/iblock/68c/i41604raq082ds5g9egvtwad0tkui53f.jpg,,10,,"3.5, 4.2, 5.0",,,,,,,США,1 год,,fenix-tattoo
919,Burlak Tattoo Machines ELF,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/burlak-tattoo-machines-elf/#props,32823,https://fenix-tattoo.ru/upload/iblock/20d/315yhzf973yt1p5j9cwc4b8spgc0jleh.jpeg,,,,3.8,,,,Аллюминий,9,,Россия,1 год,9000,fenix-tattoo
920,Microbeau (FK Irons) Apollo SMP Rose Gold,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/microbeau-apollo-smp/?oid=34846#props,47917,https://fenix-tattoo.ru/upload/iblock/538/nwmtl3bq9kbzp9w4u1u9cqcmyr82v8z2.jpeg,,,,2.3,,,,,,,США,,,fenix-tattoo
921,Skinductor Vertigo,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/skinductor-vertigo/#props,14589,https://fenix-tattoo.ru/upload/iblock/9d6/in4mbhdc3ahadx936tw4lisszqbs4mi9.jpeg,,,,3.5,,,,,,,Россия,,,fenix-tattoo
922,Arena Black Queen,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/arena-black-queen/#props,11197,https://fenix-tattoo.ru/upload/iblock/ad0/eve88hnu446br8qth0k918s8ybrtlipi.jpg,,,,3.5,,,,Аллюминий,10,,Китай,6 месяцев,10000,fenix-tattoo
923,Ambition XNET Knight Wireless,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/ambition-xnet-knight-wireless/#props,11760,https://fenix-tattoo.ru/upload/iblock/87c/bvbvbhsu1riwzaxx1hsfl2xre93pb6r0.jpeg,202,5,2,4.0,1800,"3,7",,Аллюминий,12,Coreless motors,Китай,6 месяцев,10000,fenix-tattoo
924,Тату машинка Ink Machines Scorpion X2 Evil black 22 mm,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/ink-machines-scorpion-x2/?oid=45912#props,79644,https://fenix-tattoo.ru/upload/iblock/e6e/ekayvnhujbityaukdzhr7g1ghx7iqqxk.jpeg,,,,3.7,,,,,,,Швеция,1 год,,fenix-tattoo
925,Cheyenne ERA Gem Black Magic,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/cheyenne-era-gem/?oid=58515#props,64827,https://fenix-tattoo.ru/upload/iblock/b84/nlcb7ujp1clh16ldkg4eyk6l2cm9nwph.jpg,127,2,2,3.0,,,,,,,Германия,1 год,,fenix-tattoo
926,Cheyenne HAWK Pen Unio,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/cheyenne-hawk-pen-unio/#props,81658,https://fenix-tattoo.ru/upload/iblock/f0c/5isv1kx0pskq29jb4vvno4ilk1wm7xmi.jpg,,,,"2.5, 4.0",,,,,,DC motor,Германия,1 год,,fenix-tattoo
927,Cheyenne HAWK SOL Luna без держателя,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/cheyenne-hawk-sol-luna/?oid=34342#props,56814,https://fenix-tattoo.ru/upload/iblock/f82/l0pb2v9qn20v08l4raxxtrvtu3id0e93.jpeg,,,,2.5,,,,,,brushless DC motor,Германия,1 год,,fenix-tattoo
928,ABS Vibe Black,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/abs-vibe/?oid=58165#props,10016,https://fenix-tattoo.ru/upload/iblock/71c/br6d0me4c18zf0ley2v13yn3bnyzix4b.jpeg,,7,3,4.0,2700,"3,7",,Аллюминий,12,Бесщеточный мотор,Китай,6 месяцев,10000,fenix-tattoo
929,Equalizer Wireless Neutron Rotary Tattoo Machine 3.5 mm,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/equalizer-wireless-neutron-rotary-tattoo-machine/?oid=53015#props,52082,https://fenix-tattoo.ru/upload/iblock/706/852xs6rmuw8by4kh53bhfeg3phewatsj.jpg,,,,"3.5, 4.0",,,,,,,,,,fenix-tattoo
930,Ambition Storm Wand Black,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/ambition-storm-wand/?oid=51444#props,11032,https://fenix-tattoo.ru/upload/iblock/ce9/uv4n8nqm753dy5c4s8wvaqqlj27v34kg.jpg,,,,4.0,,,,,,,,,,fenix-tattoo
931,Mast Tour Pro,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/dragonhawk-mast-tour-pro/#props,7893,https://fenix-tattoo.ru/upload/iblock/67f/19pnk4ddoxlloovhwhqbafokj99hgzwz.jpg,,,,3.6,,,,Аллюминий,7.5,Custom Coreless Motor,Китай,6 месяцев,10000,fenix-tattoo
932,EQUALISER Proton MX Army Green,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/equaliser-proton-mx/?oid=38544#props,33289,https://fenix-tattoo.ru/upload/iblock/700/l42awcp8k3lc8ye9ygac8e2xekgmyu5i.jpg,,,,3.5,,,,,,,,,,fenix-tattoo
933,Mast Flex,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/dragonhawk-mast-flex/#props,6890,https://fenix-tattoo.ru/upload/iblock/d8d/3x2ufjdh6ccc11ev0dka0aob3o0pmyqq.jpg,,,,3.5,,,,,12,Coreless Motor,Китай,6 месяцев,10000,fenix-tattoo
934,MT Mustang Tattoo Элемент 2 Белый Муар,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/mt-mustang-tattoo-element-2/?oid=38691#props,12503,https://fenix-tattoo.ru/upload/iblock/ee0/ibsh1qp7cx9liabksj2rehan1b5sulsr.jpg,,,,,,,,,,,,,,fenix-tattoo
935,EZ Filter X30  1 PowerBolt,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/ez-filter-x30/?oid=55834#props,6704,https://fenix-tattoo.ru/upload/iblock/84e/yfg7vle2oey1c4c9pg3mo5tsuyvkjodd.jpg,242,5 - 7,2,"2.0, 2.4, 2.8, 3.1, 3.4, 3.7, 4.0",1600,,,Аллюминий,12,Customized Coreless Motor,Китай,6 месяцев,9500,fenix-tattoo
936,Critical Tattoo Torque Tattoo Pen Machine 4.2 mm,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/critical-tattoo-torque-tattoo-pen-machine/?oid=55411#props,98086,https://fenix-tattoo.ru/upload/iblock/16d/3l66o13lr74gfdherbwmrzlkm34mr643.jpg,,10,,"3.5, 4.2, 5.0",,,,,,,США,1 год,,fenix-tattoo
937,Defender Onyx Brownstone,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/defender-onyx/?oid=40333#props,16065,https://fenix-tattoo.ru/upload/iblock/3b2/m62lrxoxpp53pi9yrqhg7zsgde3wmkbp.jpeg,,,,,,,,,,,,,,fenix-tattoo
938,MT Mustang Tattoo Evolution 2,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/mt-mustang-tattoo-evolution-2/#props,48141,https://fenix-tattoo.ru/upload/iblock/bac/jw1jktvsiehfuwl7zf76o5dcmfc1kq0h.jpg,,,,,,,,,,,,,,fenix-tattoo
939,EQUALISER Pusher Black,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/equaliser-pusher/?oid=38556#props,24065,https://fenix-tattoo.ru/upload/iblock/6ad/em81f5pyt2r8n97vsiuv9a1dhkz75h0k.jpg,,,,,,,,,,,,,,fenix-tattoo
940,EZ Lola Air S PMU Silver 1 PowerBolt,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/ez-lola-air-s-pmu/?oid=54510#props,8070,https://fenix-tattoo.ru/upload/iblock/3ad/geezh8b1xyzpoqnm2u1j1rx4ic6ngy97.jpg,105,4 - 6,2,3.0,1200,,,Аллюминий,,Coreless Motor,Китай,6 месяцев,8000 - 10000,fenix-tattoo
941,Cheyenne HAWK SOL Nova NEW 2.5 mm,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/cheyenne-hawk-sol-nova-new/?oid=51535#props,61550,https://fenix-tattoo.ru/upload/iblock/741/3hs6lmajy8obb8mf9n65tt3mcrcx5vl0.jpg,,,,"2.5, 3.5, 4.5",,,,,,Brushless DC motor,Германия,1 год,,fenix-tattoo
942,Lithuanian Irons Z Rotary Aluminum Matte Black Anodized,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/lithuanian-irons-z-rotary-aluminum-matte-black-anodized/#props,32145,https://fenix-tattoo.ru/upload/iblock/15f/sv2g6w8lqladp2qg4nuc40e2ljkwez2x.jpeg,140,,,"1.0, 2.0, 3.0, 4.0",,,,,"8,5",Faulhaber,Литва,1 год,,fenix-tattoo
943,Mast Archer Wireless Battery Blue,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/mast-archer-max-wireless-battery/?oid=34301#props,13776,https://fenix-tattoo.ru/upload/iblock/e59/mtp6btieiwv33t41owmsk636j8qcbcp3.jpg,,8,2,"3.5, 4.2",2000,,,Аллюминий,12,Direct Motor,Китай,6 месяцев,10500,fenix-tattoo
944,Ambition Ninja Adjustable Travel - Paco v2.2,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/ambition-ninja-adjustable-travel-paco-v2-2/#props,13272,https://fenix-tattoo.ru/upload/iblock/9c9/dek8agp0d6455toz989wk124imvr7f1x.jpeg,243,5,2,"2.2, 2.6, 3.0, 3.4, 3.8, 4.2",1650,,,,9,Powerful coreless Motor,Китай,6 месяцев,10000,fenix-tattoo
945,Defender Titanium GunMetal,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/defender-titanium/?oid=40351#props,27938,https://fenix-tattoo.ru/upload/iblock/806/nv0op4lwc8d0urujbdewqbwu9emoop20.jpeg,,,,,,,,,,,,,,fenix-tattoo
946,Skinductor Vertigo Heavy,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/skinductor-vertigo-heavy/#props,16413,https://fenix-tattoo.ru/upload/iblock/cc9/ozntkmv3e9vlyqwe1anj4q6x6li46wgu.jpg,,,,3.5,,,,,,,Россия,,,fenix-tattoo
947,Dragonhawk Rotary Tattoo Machine SEA Black,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/dragonhawk-rotary-tattoo-machine-sea/?oid=51518#props,10021,https://fenix-tattoo.ru/upload/iblock/371/oy0w7k1ol5mq23v57wtlih5e1fyapyjn.jpg,,,,3.5,,,,,12,,,,9000,fenix-tattoo
948,Vlad Blad Ultron 4 Pro Blackout,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/vlad-blad-ultron-4-pro-blackout/#props,129802,https://fenix-tattoo.ru/upload/iblock/3b9/ekaejmxe91i9qb0higrv3vka5upriwzc.jpeg,,,,"3.2, 3.5, 3.8, 4.2, 4.7, 5.5",,,,Аллюминий,,M3Ultra с системой стабилизации DirectPower,Россия,,,fenix-tattoo
949,Skinductor Vertigo II Heavy,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/skinductor-vertigo-ii-heavy/#props,20060,https://fenix-tattoo.ru/upload/iblock/17f/bxsvx03fjiri9relj29yakvukx0r8pb4.jpg,,,,3.5,,,,,,,Россия,1 год,,fenix-tattoo
950,Ambition Ninja Pro Version 1 Gold,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/ambition-ninja-pro/?oid=47158#props,12348,https://fenix-tattoo.ru/upload/iblock/c3b/atg07n7ob1yugld4f420fo1uv6et5ja3.jpg,200,7,3,"3.5, 4.0",2400,,,,,,Китай,6 месяцев,,fenix-tattoo
951,Ambition Paco 2,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/ambition-paco/#props,11424,https://fenix-tattoo.ru/upload/iblock/5ef/obodvnjbdlmspxz33hve179hw68259d3.jpeg,243,5 - 6,"1,5 - 2","2.2, 2.6, 3.0, 3.4, 3.8, 4.2",1700,,,,9,Coreless Motor,Китай,6 месяцев,10000,fenix-tattoo
952,CNC Maxon Motor Machine,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/cnc-maxon-motor-machine/#props,25421,https://fenix-tattoo.ru/upload/iblock/194/iyisld6bzwiuntkayk4mifv66bybggtx.webp,,,,3.2,,,,,,,,,,fenix-tattoo
953,Microbeau (FK Irons) Bellar Air Stealth 3.0 mm 1 PowerBolt,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/microbeau-bellar-air/?oid=50230#props,104187,https://fenix-tattoo.ru/upload/iblock/15b/1hofzs896lws4pc0f89wijruzacruzvg.jpeg,107,4 - 5,,"2.1, 2.7, 3.0",,,,,,,США,1 год,,fenix-tattoo
954,Inox Prime RUNIC IMPERA,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/inox-prime-runic-impera/#props,29087,https://fenix-tattoo.ru/upload/iblock/92e/i9mxfy2zvz7h7c4uwqnizh0uvk3esaqz.jpeg,,8,3,3.8,,,,,,,Польша,1 год,,fenix-tattoo
955,Noir Rotary Tattoo Pen Machine,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/noir-rotary-tattoo-pen-machine/#props,5858,https://fenix-tattoo.ru/upload/iblock/558/tnckkzn8rztoe6f3pwyy8tynyk3gr6om.jpeg,143,,,3.5,,,,Аллюминий,,,Китай,6 месяцев,,fenix-tattoo
956,Mast Tour Y22 Black,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/mast-tour-y22/?oid=58518#props,15441,https://fenix-tattoo.ru/upload/iblock/28d/gtwjq131t4k6jkuxcn34aipk3t9phyzt.jpg,,4,2,3.0,1200,,,Аллюминий,,,Китай,6 месяцев,,fenix-tattoo
957,Ambition Ninja v2.0,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/ambition-ninja-2-0/#props,11396,https://fenix-tattoo.ru/upload/iblock/348/qz4ljpqcll12xo1sm330xy76q435n4ep.jpg,213,4,2,4.0,2200,,,Аллюминий,8,Ambition Custom Motors,Китай,6 месяцев,9000,fenix-tattoo
958,InkJecta Flite Nano Elite Lime Green,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/inkjecta-flite-nano-elite/?oid=34824#props,64166,https://fenix-tattoo.ru/upload/iblock/160/kfuweyhx0x11o3ll0x15eb4n1b0b9ryj.jpg,,,,,,,,,,,,,,fenix-tattoo
959,InkJecta Flite Nano Ultra LITE Blue Tongue,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/inkjecta-flite-nano-ultra-lite/?oid=34819#props,64166,https://fenix-tattoo.ru/upload/iblock/9ee/fkpobqldoqxcmr44zk9vrp7gkjikpi00.jpg,,,,,,,,,,,,,,fenix-tattoo
960,Burlak Tattoo Machines Solo Pro,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/burlak-tattoo-machines-solo-pro/#props,24618,https://fenix-tattoo.ru/upload/iblock/d23/g2sgb4m69rwh3waswkwkyxaw2l0f0ldk.jpeg,104,,,3.8,,,,,11,,Россия,1 год,10000,fenix-tattoo
961,INKin Rampage Black 4.0 mm 1 PowerBolt,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/inkin-rampage/?oid=57176#props,15354,https://fenix-tattoo.ru/upload/iblock/509/8u71gtt2x71rv526zozvjhmnu9fd165l.jpg,217,5 - 7,2,"4.0, 4.5",1600,,,Аллюминий,,Brushless Motor,Китай,6 месяцев,10000,fenix-tattoo
962,Ambition VIBE Max Black 2.5 - 4.5 mm,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/ambition-vibe-max/?oid=54813#props,12600,https://fenix-tattoo.ru/upload/iblock/f5d/cflq12vr9nfvqormlkeqc5sqhahgwlze.jpeg,,6 - 7,"1,5 - 2","2.5, 3.5, 4.0, 4.5",1800,,,Аллюминий,12,Бесщеточный мотор,Китай,6 месяцев,10000,fenix-tattoo
963,Ambition Tyrannosaurus Rex III Black,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/ambition-tyrannosaurus-rex-iii/?oid=50383#props,13440,https://fenix-tattoo.ru/upload/iblock/401/fbesi0bgvq8zgtfk65o3jwji5zcswfdf.jpg,224,6,2,4.0,1950,,,Аллюминий,10,Ambition Coreless Motor,Китай,6 месяцев,9000,fenix-tattoo
964,EZ EvoTech Black 1 PowerBolt,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/ez-evotech/?oid=43593#props,19582,https://fenix-tattoo.ru/upload/iblock/f5b/4xqhuvi1tmc6is252olp85mh95hi4efa.jpg,197,"7,5","3,5",3.5,1600,,,Аллюминий,,EZ Customized External Rotor Brushless Motor,Китай,,9000,fenix-tattoo
965,Bishop Rotary Micro Angelo Black Edition,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/bishop-rotary-micro-angelo/?oid=34231#props,36142,https://fenix-tattoo.ru/upload/iblock/cf9/ii1frvtu1x5eq6h7pyiu3p2zjdth9c5h.jpg,,,,,,,,,,,США,,,fenix-tattoo
966,Tattoo Staff Brotherhood Direct Drive V2.0,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/tattoo-staff-brotherhood-direct-drive-v2-0/#props,6385,https://fenix-tattoo.ru/upload/iblock/045/0zpiqohfkhur65tqpg6doi6ffm56p15o.jpg,,,,,,,,,,,,,,fenix-tattoo
967,Ambition Ninja Nova,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/ambition-ninja-nova/#props,13020,https://fenix-tattoo.ru/upload/iblock/0b0/fusrx2liaw30jp5jao37cbz2thlbep3s.jpg,170,6 - 8,3,"3.5, 4.0",2000,5 - 12,,Аллюминий,,Бесщеточный мотор,Китай,6 месяцев,10000,fenix-tattoo
968,EZ P3,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/ez-p3/?oid=48863#props,12082,https://fenix-tattoo.ru/upload/iblock/bc2/3bpjyuzt4radguj3ieapu5w5x08fpmh1.gif,,,,"2.5, 2.6, 2.8, 3.2, 3.6, 4.0",,,,,,,Китай,6 месяцев,,fenix-tattoo
969,WJX Pico Black,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/wjx-pico/?oid=51514#props,9379,https://fenix-tattoo.ru/upload/iblock/a3e/w2u9ua5w6vc86b3n8qfvmky4sa0ou664.webp,,,,3.5,,,,,,,,,,fenix-tattoo
970,Vlad Blad Seawolf Rotary Machine,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/seawolf-rotary-machine/#props,13136,https://fenix-tattoo.ru/upload/iblock/6b4/qxqejx7jhhl3vugrjtr0stjzqpmph9te.jpg,,,,,,,,,,,,,,fenix-tattoo
971,Ambition Soldier 270 Wireless Black,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/ambition-soldier-270-wireless/?oid=54821#props,15540,https://fenix-tattoo.ru/upload/iblock/227/wwwn2dlxejpwvbcrb9sfub1p9ctrg0ws.jpg,284,8 - 10,2 - 3,"4.0, 4.5",2400,,,Аллюминий,10,Powerful brushless motor,Китай,6 месяцев,12000,fenix-tattoo
972,Ambition Sally Wireless Black,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/ambition-sally-wireless/?oid=55963#props,8252,https://fenix-tattoo.ru/upload/iblock/14c/jk3pay66cz1h5xh4hbpdjj90dx9d56v0.jpg,,3 - 4,"1 - 1,5","2.0, 2.4, 2.8, 3.2, 3.5",1000,,,Аллюминий,12,custom coreless motor,Китай,6 месяцев,12500,fenix-tattoo
973,FKirons Spektra Edge X Tangerine,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/fkirons-spektra-edge-x/?oid=34793#props,39312,https://fenix-tattoo.ru/upload/iblock/cb1/mv9poaxqdprlw0wvasop9au5hz7hce13.jpeg,,,,,,,,,,,,,,fenix-tattoo
974,Ambition XNET Flamingo Black,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/ambition-xnet-flamingo/?oid=40955#props,9932,https://fenix-tattoo.ru/upload/iblock/e40/soed9lsuy711ktu2s2zzji79p1rn8t9r.jpg,,,,,,,,,,,Китай,,,fenix-tattoo
975,Arenahawk A-Power 4.0 Black,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/arenahawk-a-power-4-0/?oid=55369#props,9843,https://fenix-tattoo.ru/upload/iblock/526/1f0otdcqkfs0imw5ekhv20cdqitmfsc9.jpeg,,5 - 8,,4.0,1200,,,Аллюминий,10,,Китай,6 месяцев,10000,fenix-tattoo
976,Burlak Tattoo Machines Solo 2 Black / Blue 26 mm,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/burlak-tattoo-machines-solo-2/?oid=56899#props,23676,https://fenix-tattoo.ru/upload/iblock/54d/hs402hgziinx57vt96ztfwqpbuzmreig.jpeg,104,,,3.8,,,,Аллюминий,11,,Россия,1 год,10000,fenix-tattoo
977,Ambition Cheyenne Green Battery Pen Wireless Lithium,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/ambition-cheyenne-green-battery-pen-wireless-lithium/#props,15006,https://fenix-tattoo.ru/upload/iblock/6b2/fct2rtj4fesj7yq0qfqckw1ffo9h51yp.jpg,,,,4.0,,,,,,,Китай,,,fenix-tattoo
978,Mast Pen Space Player Edition,https://fenix-tattoo.ru/catalog/tatuirovochnye-mashinki/rotornye-mashinki/dragonhawk-mast-pen/#props,4731,https://fenix-tattoo.ru/upload/iblock/80c/3tk46i39kyvbjc6b2wn1opl9bvotbn3x.jpg,,,,3.5,,,,,9,Coreless,Китай,6 месяцев,10000,fenix-tattoo
